v8 Active Learning — Top Uncertain Samples
=======================================================
Scored 1308 pool samples (average margin across 4 quadrants)

Rank  Score    Sample
 293. 0.5575 QTP_Wetland_2020_chip_01699_lc0_G05_10_tp0518
 294. 0.5575 QTP_Wetland_2020_chip_01533_lc2_G30_10_tp0518
 295. 0.5573 QTP_Wetland_2020_chip_00603_lc0_G24_06_tp0518
 296. 0.5571 QTP_Wetland_2020_chip_01655_lc0_G05_10_tp0518
 297. 0.5562 QTP_Wetland_2020_chip_00862_lc1_G20_08_tp0518
 298. 0.5560 QTP_Wetland_2020_chip_02016_lc1_G20_12_tp0518
 299. 0.5554 QTP_Wetland_2020_chip_00719_lc3_G35_07_tp0518
 300. 0.5550 QTP_Wetland_2020_chip_01970_lc3_G09_11_tp0518
 301. 0.5546 QTP_Wetland_2020_chip_01363_lc0_G29_09_tp0518
 302. 0.5540 QTP_Wetland_2020_chip_01852_lc0_G20_11_tp0518
 303. 0.5539 QTP_Wetland_2020_chip_01347_lc0_G31_09_tp0518
 304. 0.5536 QTP_Wetland_2020_chip_00649_lc3_G29_07_tp0518
 305. 0.5534 QTP_Wetland_2020_chip_01231_lc2_G24_09_tp0518
 306. 0.5531 QTP_Wetland_2020_chip_01956_lc1_G07_11_tp0518
 307. 0.5530 QTP_Wetland_2020_chip_00545_lc0_G23_06_tp0518
 308. 0.5527 QTP_Wetland_2020_chip_02009_lc1_G19_12_tp0518
 309. 0.5521 QTP_Wetland_2020_chip_01671_lc1_G23_10_tp0518
 310. 0.5520 QTP_Wetland_2020_chip_01972_lc1_G22_11_tp0518
 311. 0.5520 QTP_Wetland_2020_chip_01812_lc3_G27_10_tp0518
 312. 0.5517 QTP_Wetland_2020_chip_01839_lc2_G34_11_tp0518
 313. 0.5513 QTP_Wetland_2020_chip_01987_lc1_G20_11_tp0518
 314. 0.5513 QTP_Wetland_2020_chip_01139_lc0_G30_09_tp0518
 315. 0.5510 QTP_Wetland_2020_chip_01300_lc2_G31_09_tp0518
 316. 0.5510 QTP_Wetland_2020_chip_00760_lc1_G23_07_tp0518
 317. 0.5509 QTP_Wetland_2020_chip_00960_lc1_G22_08_tp0518
 318. 0.5504 QTP_Wetland_2020_chip_01950_lc0_G07_11_tp0518
 319. 0.5501 QTP_Wetland_2020_chip_00679_lc0_G31_07_tp0518
 320. 0.5500 QTP_Wetland_2020_chip_01948_lc0_G17_11_tp0518
 321. 0.5497 QTP_Wetland_2020_chip_01592_lc1_G05_10_tp0518
 322. 0.5490 QTP_Wetland_2020_chip_01069_lc1_G22_08_tp0518
 323. 0.5488 QTP_Wetland_2020_chip_01653_lc2_G33_10_tp0518
 324. 0.5488 QTP_Wetland_2020_chip_02127_lc1_G30_13_tp0518
 325. 0.5487 QTP_Wetland_2020_chip_02035_lc1_G31_12_tp0518
 326. 0.5486 QTP_Wetland_2020_chip_00705_lc3_G35_07_tp0518
 327. 0.5482 QTP_Wetland_2020_chip_02081_lc1_G30_12_tp0518
 328. 0.5480 QTP_Wetland_2020_chip_01879_lc3_G33_11_tp0518
 329. 0.5480 QTP_Wetland_2020_chip_01345_lc0_G26_09_tp0518
 330. 0.5478 QTP_Wetland_2020_chip_02011_lc1_G22_12_tp0518
 331. 0.5472 QTP_Wetland_2020_chip_01792_lc1_G35_10_tp0518
 332. 0.5472 QTP_Wetland_2020_chip_02188_lc2_G29_14_tp0518
 333. 0.5464 QTP_Wetland_2020_chip_01851_lc3_G27_11_tp0518
 334. 0.5459 QTP_Wetland_2020_chip_01916_lc0_G27_11_tp0518
 335. 0.5451 QTP_Wetland_2020_chip_01107_lc2_G35_08_tp0518
 336. 0.5448 QTP_Wetland_2020_chip_01880_lc0_G27_11_tp0518
 337. 0.5446 QTP_Wetland_2020_chip_00883_lc1_G20_08_tp0518
 338. 0.5444 QTP_Wetland_2020_chip_00656_lc2_G18_07_tp0518
 339. 0.5438 QTP_Wetland_2020_chip_00854_lc3_G35_08_tp0518
 340. 0.5433 QTP_Wetland_2020_chip_01268_lc3_G33_09_tp0518
 341. 0.5432 QTP_Wetland_2020_chip_01471_lc3_G32_09_tp0518
 342. 0.5429 QTP_Wetland_2020_chip_01960_lc3_G07_11_tp0518
 343. 0.5428 QTP_Wetland_2020_chip_00779_lc3_G32_07_tp0518
 344. 0.5428 QTP_Wetland_2020_chip_01283_lc3_G33_09_tp0518
 345. 0.5427 QTP_Wetland_2020_chip_01937_lc1_G22_11_tp0518
 346. 0.5424 QTP_Wetland_2020_chip_00963_lc0_G35_08_tp0518
 347. 0.5423 QTP_Wetland_2020_chip_01659_lc1_G23_10_tp0518
 348. 0.5415 QTP_Wetland_2020_chip_01243_lc3_G31_09_tp0518
 349. 0.5413 QTP_Wetland_2020_chip_01320_lc1_G11_09_tp0518
 350. 0.5412 QTP_Wetland_2020_chip_01925_lc3_G10_11_tp0518
 351. 0.5409 QTP_Wetland_2020_chip_00498_lc1_G31_06_tp0518
 352. 0.5409 QTP_Wetland_2020_chip_02094_lc1_G30_13_tp0518
 353. 0.5402 QTP_Wetland_2020_chip_01884_lc1_G23_11_tp0518
 354. 0.5401 QTP_Wetland_2020_chip_01073_lc0_G28_08_tp0518
 355. 0.5400 QTP_Wetland_2020_chip_00659_lc1_G21_07_tp0518
 356. 0.5400 QTP_Wetland_2020_chip_01662_lc1_G08_10_tp0518
 357. 0.5397 QTP_Wetland_2020_chip_00773_lc0_G32_07_tp0518
 358. 0.5396 QTP_Wetland_2020_chip_01326_lc2_G31_09_tp0518
 359. 0.5395 QTP_Wetland_2020_chip_00711_lc0_G28_07_tp0518
 360. 0.5394 QTP_Wetland_2020_chip_01674_lc1_G08_10_tp0518
 361. 0.5390 QTP_Wetland_2020_chip_02014_lc0_G22_12_tp0518
 362. 0.5389 QTP_Wetland_2020_chip_02136_lc0_G07_13_tp0518
 363. 0.5389 QTP_Wetland_2020_chip_00941_lc3_G35_08_tp0518
 364. 0.5376 QTP_Wetland_2020_chip_00561_lc0_G17_06_tp0518
 365. 0.5372 QTP_Wetland_2020_chip_01697_lc3_G05_10_tp0518
 366. 0.5370 QTP_Wetland_2020_chip_01883_lc0_G11_11_tp0518
 367. 0.5366 QTP_Wetland_2020_chip_00543_lc0_G23_06_tp0518
 368. 0.5366 QTP_Wetland_2020_chip_00685_lc0_G28_07_tp0518
 369. 0.5363 QTP_Wetland_2020_chip_01939_lc1_G22_11_tp0518
 370. 0.5363 QTP_Wetland_2020_chip_01650_lc0_G23_10_tp0518
 371. 0.5362 QTP_Wetland_2020_chip_01259_lc3_G14_09_tp0518
 372. 0.5361 QTP_Wetland_2020_chip_00925_lc2_G12_08_tp0518
 373. 0.5360 QTP_Wetland_2020_chip_01317_lc3_G31_09_tp0518
 374. 0.5355 QTP_Wetland_2020_chip_01436_lc2_G30_09_tp0518
 375. 0.5354 QTP_Wetland_2020_chip_00716_lc0_G32_07_tp0518
 376. 0.5352 QTP_Wetland_2020_chip_02129_lc3_G05_13_tp0518
 377. 0.5347 QTP_Wetland_2020_chip_00961_lc1_G29_08_tp0518
 378. 0.5344 QTP_Wetland_2020_chip_02088_lc1_G22_13_tp0518
 379. 0.5343 QTP_Wetland_2020_chip_01677_lc2_G23_10_tp0518
 380. 0.5338 QTP_Wetland_2020_chip_01705_lc3_G05_10_tp0518
 381. 0.5336 QTP_Wetland_2020_chip_01173_lc1_G18_09_tp0518
 382. 0.5334 QTP_Wetland_2020_chip_01416_lc1_G30_09_tp0518
 383. 0.5333 QTP_Wetland_2020_chip_00688_lc3_G32_07_tp0518
 384. 0.5332 QTP_Wetland_2020_chip_00408_lc1_G31_05_tp0518
 385. 0.5330 QTP_Wetland_2020_chip_02079_lc1_G31_12_tp0518
 386. 0.5328 QTP_Wetland_2020_chip_02041_lc1_G22_12_tp0518
 387. 0.5328 QTP_Wetland_2020_chip_02133_lc1_G30_13_tp0518
 388. 0.5326 QTP_Wetland_2020_chip_00771_lc2_G19_07_tp0518
 389. 0.5323 QTP_Wetland_2020_chip_01039_lc3_G32_08_tp0518
 390. 0.5315 QTP_Wetland_2020_chip_01704_lc0_G05_10_tp0518
 391. 0.5309 QTP_Wetland_2020_chip_01160_lc3_G33_09_tp0518
 392. 0.5306 QTP_Wetland_2020_chip_00580_lc0_G23_06_tp0518
 393. 0.5305 QTP_Wetland_2020_chip_00546_lc1_G31_06_tp0518
 394. 0.5305 QTP_Wetland_2020_chip_01049_lc3_G32_08_tp0518
 395. 0.5300 QTP_Wetland_2020_chip_01617_lc3_G05_10_tp0518
 396. 0.5300 QTP_Wetland_2020_chip_02175_lc1_G06_14_tp0518
 397. 0.5299 QTP_Wetland_2020_chip_02013_lc1_G20_12_tp0518
 398. 0.5297 QTP_Wetland_2020_chip_01596_lc0_G30_10_tp0518
 399. 0.5292 QTP_Wetland_2020_chip_00393_lc0_G18_05_tp0518
 400. 0.5290 QTP_Wetland_2020_chip_02070_lc1_G22_12_tp0518
 401. 0.5288 QTP_Wetland_2020_chip_01645_lc0_G23_10_tp0518
 402. 0.5288 QTP_Wetland_2020_chip_01526_lc0_G14_10_tp0518
 403. 0.5287 QTP_Wetland_2020_chip_01805_lc3_G08_10_tp0518
 404. 0.5285 QTP_Wetland_2020_chip_01866_lc3_G08_11_tp0518
 405. 0.5285 QTP_Wetland_2020_chip_00693_lc0_G32_07_tp0518
 406. 0.5284 QTP_Wetland_2020_chip_02105_lc3_G22_13_tp0518
 407. 0.5282 QTP_Wetland_2020_chip_01348_lc3_G31_09_tp0518
 408. 0.5281 QTP_Wetland_2020_chip_01113_lc3_G35_08_tp0518
 409. 0.5279 QTP_Wetland_2020_chip_01983_lc1_G05_11_tp0518
 410. 0.5279 QTP_Wetland_2020_chip_00683_lc1_G23_07_tp0518
 411. 0.5278 QTP_Wetland_2020_chip_00552_lc1_G35_06_tp0518
 412. 0.5277 QTP_Wetland_2020_chip_02180_lc1_G29_14_tp0518
 413. 0.5270 QTP_Wetland_2020_chip_00827_lc1_G35_07_tp0518
 414. 0.5270 QTP_Wetland_2020_chip_01308_lc1_G11_09_tp0518
 415. 0.5268 QTP_Wetland_2020_chip_01685_lc3_G10_10_tp0518
 416. 0.5265 QTP_Wetland_2020_chip_01869_lc3_G11_11_tp0518
 417. 0.5262 QTP_Wetland_2020_chip_01629_lc3_G33_10_tp0518
 418. 0.5261 QTP_Wetland_2020_chip_01096_lc2_G15_08_tp0518
 419. 0.5260 QTP_Wetland_2020_chip_00681_lc1_G29_07_tp0518
 420. 0.5260 QTP_Wetland_2020_chip_00643_lc1_G31_07_tp0518
 421. 0.5258 QTP_Wetland_2020_chip_00494_lc0_G17_06_tp0518
 422. 0.5256 QTP_Wetland_2020_chip_01422_lc2_G30_09_tp0518
 423. 0.5255 QTP_Wetland_2020_chip_02186_lc1_G29_14_tp0518
 424. 0.5254 QTP_Wetland_2020_chip_00831_lc3_G22_07_tp0518
 425. 0.5253 QTP_Wetland_2020_chip_00822_lc2_G24_07_tp0518
 426. 0.5252 QTP_Wetland_2020_chip_02055_lc1_G04_12_tp0518
 427. 0.5249 QTP_Wetland_2020_chip_00533_lc0_G23_06_tp0518
 428. 0.5248 QTP_Wetland_2020_chip_00839_lc0_G35_08_tp0518
 429. 0.5246 QTP_Wetland_2020_chip_00727_lc1_G35_07_tp0518
 430. 0.5245 QTP_Wetland_2020_chip_00646_lc1_G23_07_tp0518
 431. 0.5244 QTP_Wetland_2020_chip_02080_lc0_G22_12_tp0518
 432. 0.5243 QTP_Wetland_2020_chip_01211_lc2_G31_09_tp0518
 433. 0.5241 QTP_Wetland_2020_chip_01927_lc3_G07_11_tp0518
 434. 0.5241 QTP_Wetland_2020_chip_01026_lc3_G32_08_tp0518
 435. 0.5240 QTP_Wetland_2020_chip_02031_lc3_G30_12_tp0518
 436. 0.5239 QTP_Wetland_2020_chip_00817_lc3_G28_07_tp0518
 437. 0.5236 QTP_Wetland_2020_chip_01963_lc2_G32_11_tp0518
 438. 0.5234 QTP_Wetland_2020_chip_01229_lc0_G31_09_tp0518
 439. 0.5228 QTP_Wetland_2020_chip_00845_lc2_G13_08_tp0518
 440. 0.5228 QTP_Wetland_2020_chip_00558_lc3_G35_06_tp0518
 441. 0.5228 QTP_Wetland_2020_chip_01656_lc2_G33_10_tp0518
 442. 0.5226 QTP_Wetland_2020_chip_00590_lc0_G20_06_tp0518
 443. 0.5220 QTP_Wetland_2020_chip_02141_lc3_G06_13_tp0518
 444. 0.5220 QTP_Wetland_2020_chip_01219_lc0_G15_09_tp0518
 445. 0.5214 QTP_Wetland_2020_chip_02126_lc1_G30_13_tp0518
 446. 0.5214 QTP_Wetland_2020_chip_01236_lc2_G19_09_tp0518
 447. 0.5212 QTP_Wetland_2020_chip_01192_lc2_G18_09_tp0518
 448. 0.5208 QTP_Wetland_2020_chip_01992_lc1_G05_11_tp0518
 449. 0.5199 QTP_Wetland_2020_chip_01284_lc3_G32_09_tp0518
 450. 0.5198 QTP_Wetland_2020_chip_01541_lc2_G23_10_tp0518
 451. 0.5194 QTP_Wetland_2020_chip_00818_lc0_G31_07_tp0518
 452. 0.5187 QTP_Wetland_2020_chip_00501_lc3_G16_06_tp0518
 453. 0.5182 QTP_Wetland_2020_chip_01885_lc0_G11_11_tp0518
 454. 0.5177 QTP_Wetland_2020_chip_00550_lc0_G23_06_tp0518
 455. 0.5174 QTP_Wetland_2020_chip_01858_lc0_G30_11_tp0518
 456. 0.5174 QTP_Wetland_2020_chip_01932_lc1_G22_11_tp0518
 457. 0.5173 QTP_Wetland_2020_chip_00915_lc1_G29_08_tp0518
 458. 0.5171 QTP_Wetland_2020_chip_02062_lc0_G22_12_tp0518
 459. 0.5171 QTP_Wetland_2020_chip_01012_lc0_G32_08_tp0518
 460. 0.5170 QTP_Wetland_2020_chip_01689_lc3_G05_10_tp0518
 461. 0.5168 QTP_Wetland_2020_chip_01202_lc1_G11_09_tp0518
 462. 0.5160 QTP_Wetland_2020_chip_01735_lc2_G23_10_tp0518
 463. 0.5158 QTP_Wetland_2020_chip_01111_lc3_G35_08_tp0518
 464. 0.5158 QTP_Wetland_2020_chip_01058_lc0_G32_08_tp0518
 465. 0.5157 QTP_Wetland_2020_chip_01868_lc1_G30_11_tp0518
 466. 0.5151 QTP_Wetland_2020_chip_01680_lc0_G26_10_tp0518
 467. 0.5147 QTP_Wetland_2020_chip_01698_lc0_G05_10_tp0518
 468. 0.5146 QTP_Wetland_2020_chip_00639_lc1_G29_07_tp0518
 469. 0.5145 QTP_Wetland_2020_chip_01070_lc0_G28_08_tp0518
 470. 0.5143 QTP_Wetland_2020_chip_02051_lc2_G22_12_tp0518
 471. 0.5134 QTP_Wetland_2020_chip_01227_lc1_G25_09_tp0518
 472. 0.5130 QTP_Wetland_2020_chip_01841_lc1_G20_11_tp0518
 473. 0.5120 QTP_Wetland_2020_chip_01727_lc3_G32_10_tp0518
 474. 0.5119 QTP_Wetland_2020_chip_00621_lc0_G21_07_tp0518
 475. 0.5118 QTP_Wetland_2020_chip_00736_lc3_G35_07_tp0518
 476. 0.5117 QTP_Wetland_2020_chip_00804_lc1_G35_07_tp0518
 477. 0.5117 QTP_Wetland_2020_chip_00402_lc1_G31_05_tp0518
 478. 0.5113 QTP_Wetland_2020_chip_01834_lc2_G04_11_tp0518
 479. 0.5113 QTP_Wetland_2020_chip_01376_lc3_G31_09_tp0518
 480. 0.5113 QTP_Wetland_2020_chip_02125_lc0_G07_13_tp0518
 481. 0.5112 QTP_Wetland_2020_chip_01457_lc3_G32_09_tp0518
 482. 0.5111 QTP_Wetland_2020_chip_01618_lc0_G14_10_tp0518
 483. 0.5102 QTP_Wetland_2020_chip_00972_lc1_G22_08_tp0518
 484. 0.5101 QTP_Wetland_2020_chip_01295_lc2_G30_09_tp0518
 485. 0.5100 QTP_Wetland_2020_chip_01968_lc1_G19_11_tp0518
 486. 0.5096 QTP_Wetland_2020_chip_01876_lc3_G08_11_tp0518
 487. 0.5094 QTP_Wetland_2020_chip_00726_lc0_G32_07_tp0518
 488. 0.5092 QTP_Wetland_2020_chip_02146_lc3_G07_13_tp0518
 489. 0.5091 QTP_Wetland_2020_chip_01041_lc0_G32_08_tp0518
 490. 0.5089 QTP_Wetland_2020_chip_02123_lc1_G30_13_tp0518
 491. 0.5087 QTP_Wetland_2020_chip_01114_lc3_G32_08_tp0518
 492. 0.5085 QTP_Wetland_2020_chip_01626_lc3_G33_10_tp0518
 493. 0.5083 QTP_Wetland_2020_chip_01673_lc3_G14_10_tp0518
 494. 0.5079 QTP_Wetland_2020_chip_00826_lc3_G31_07_tp0518
 495. 0.5075 QTP_Wetland_2020_chip_02065_lc0_G22_12_tp0518
 496. 0.5072 QTP_Wetland_2020_chip_02030_lc1_G32_12_tp0518
 497. 0.5071 QTP_Wetland_2020_chip_01788_lc1_G35_10_tp0518
 498. 0.5068 QTP_Wetland_2020_chip_01377_lc3_G32_09_tp0518
 499. 0.5065 QTP_Wetland_2020_chip_01865_lc0_G11_11_tp0518
 500. 0.5062 QTP_Wetland_2020_chip_00698_lc0_G35_07_tp0518
 501. 0.5060 QTP_Wetland_2020_chip_02090_lc3_G06_13_tp0518
 502. 0.5059 QTP_Wetland_2020_chip_01808_lc1_G35_10_tp0518
 503. 0.5057 QTP_Wetland_2020_chip_01786_lc2_G33_10_tp0518
 504. 0.5056 QTP_Wetland_2020_chip_00400_lc3_G32_05_tp0518
 505. 0.5054 QTP_Wetland_2020_chip_00549_lc3_G35_06_tp0518
 506. 0.5052 QTP_Wetland_2020_chip_00623_lc0_G15_07_tp0518
 507. 0.5048 QTP_Wetland_2020_chip_02134_lc1_G30_13_tp0518
 508. 0.5047 QTP_Wetland_2020_chip_00873_lc2_G21_08_tp0518
 509. 0.5046 QTP_Wetland_2020_chip_00619_lc0_G15_07_tp0518
 510. 0.5045 QTP_Wetland_2020_chip_01483_lc2_G30_09_tp0518
 511. 0.5045 QTP_Wetland_2020_chip_00564_lc1_G31_06_tp0518
 512. 0.5045 QTP_Wetland_2020_chip_01449_lc3_G32_09_tp0518
 513. 0.5042 QTP_Wetland_2020_chip_00735_lc2_G15_07_tp0518
 514. 0.5042 QTP_Wetland_2020_chip_01911_lc0_G10_11_tp0518
 515. 0.5041 QTP_Wetland_2020_chip_01922_lc3_G29_11_tp0518
 516. 0.5041 QTP_Wetland_2020_chip_00583_lc3_G33_06_tp0518
 517. 0.5041 QTP_Wetland_2020_chip_00687_lc1_G31_07_tp0518
 518. 0.5040 QTP_Wetland_2020_chip_01548_lc0_G29_10_tp0518
 519. 0.5040 QTP_Wetland_2020_chip_01613_lc3_G33_10_tp0518
 520. 0.5040 QTP_Wetland_2020_chip_00721_lc0_G35_07_tp0518
 521. 0.5039 QTP_Wetland_2020_chip_01949_lc0_G22_11_tp0518
 522. 0.5038 QTP_Wetland_2020_chip_01090_lc3_G35_08_tp0518
 523. 0.5037 QTP_Wetland_2020_chip_01967_lc1_G22_11_tp0518
 524. 0.5029 QTP_Wetland_2020_chip_02077_lc0_G08_12_tp0518
 525. 0.5028 QTP_Wetland_2020_chip_01186_lc2_G15_09_tp0518
 526. 0.5025 QTP_Wetland_2020_chip_01263_lc1_G29_09_tp0518
 527. 0.5025 QTP_Wetland_2020_chip_00815_lc3_G28_07_tp0518
 528. 0.5025 QTP_Wetland_2020_chip_01310_lc3_G32_09_tp0518
 529. 0.5024 QTP_Wetland_2020_chip_01291_lc3_G32_09_tp0518
 530. 0.5023 QTP_Wetland_2020_chip_01651_lc2_G24_10_tp0518
 531. 0.5023 QTP_Wetland_2020_chip_00753_lc3_G32_07_tp0518
 532. 0.5022 QTP_Wetland_2020_chip_00397_lc0_G14_05_tp0518
 533. 0.5019 QTP_Wetland_2020_chip_02150_lc1_G30_13_tp0518
 534. 0.5019 QTP_Wetland_2020_chip_02083_lc0_G22_13_tp0518
 535. 0.5016 QTP_Wetland_2020_chip_02115_lc0_G31_13_tp0518
 536. 0.5014 QTP_Wetland_2020_chip_02023_lc1_G07_12_tp0518
 537. 0.5014 QTP_Wetland_2020_chip_01837_lc3_G33_11_tp0518
 538. 0.5013 QTP_Wetland_2020_chip_00877_lc0_G32_08_tp0518
 539. 0.5012 QTP_Wetland_2020_chip_00629_lc1_G29_07_tp0518
 540. 0.5012 QTP_Wetland_2020_chip_01342_lc3_G31_09_tp0518
 541. 0.5012 QTP_Wetland_2020_chip_01801_lc0_G32_10_tp0518
 542. 0.5011 QTP_Wetland_2020_chip_00715_lc0_G30_07_tp0518
 543. 0.5010 QTP_Wetland_2020_chip_01043_lc1_G22_08_tp0518
 544. 0.5008 QTP_Wetland_2020_chip_01364_lc0_G12_09_tp0518
 545. 0.5007 QTP_Wetland_2020_chip_01246_lc1_G19_09_tp0518
 546. 0.5006 QTP_Wetland_2020_chip_00840_lc1_G30_08_tp0518
 547. 0.5000 QTP_Wetland_2020_chip_01906_lc0_G07_11_tp0518
 548. 0.4998 QTP_Wetland_2020_chip_00985_lc1_G22_08_tp0518
 549. 0.4997 QTP_Wetland_2020_chip_01954_lc1_G22_11_tp0518
 550. 0.4994 QTP_Wetland_2020_chip_02097_lc3_G09_13_tp0518
 551. 0.4991 QTP_Wetland_2020_chip_00405_lc0_G32_05_tp0518
 552. 0.4987 QTP_Wetland_2020_chip_00866_lc3_G31_08_tp0518
 553. 0.4982 QTP_Wetland_2020_chip_02096_lc0_G07_13_tp0518
 554. 0.4982 QTP_Wetland_2020_chip_00674_lc1_G31_07_tp0518
 555. 0.4977 QTP_Wetland_2020_chip_00416_lc2_G21_05_tp0518
 556. 0.4975 QTP_Wetland_2020_chip_01934_lc0_G07_11_tp0518
 557. 0.4973 QTP_Wetland_2020_chip_01980_lc1_G05_11_tp0518
 558. 0.4971 QTP_Wetland_2020_chip_01095_lc0_G35_08_tp0518
 559. 0.4971 QTP_Wetland_2020_chip_00756_lc3_G32_07_tp0518
 560. 0.4971 QTP_Wetland_2020_chip_01903_lc0_G07_11_tp0518
 561. 0.4970 QTP_Wetland_2020_chip_01414_lc2_G31_09_tp0518
 562. 0.4969 QTP_Wetland_2020_chip_01928_lc0_G19_11_tp0518
 563. 0.4968 QTP_Wetland_2020_chip_00837_lc3_G31_08_tp0518
 564. 0.4963 QTP_Wetland_2020_chip_00740_lc1_G29_07_tp0518
 565. 0.4962 QTP_Wetland_2020_chip_01467_lc3_G31_09_tp0518
 566. 0.4958 QTP_Wetland_2020_chip_00767_lc0_G31_07_tp0518
 567. 0.4958 QTP_Wetland_2020_chip_02089_lc1_G22_13_tp0518
 568. 0.4957 QTP_Wetland_2020_chip_00926_lc0_G32_08_tp0518
 569. 0.4956 QTP_Wetland_2020_chip_01239_lc1_G19_09_tp0518
 570. 0.4956 QTP_Wetland_2020_chip_01544_lc3_G31_10_tp0518
 571. 0.4954 QTP_Wetland_2020_chip_00512_lc0_G32_06_tp0518
 572. 0.4952 QTP_Wetland_2020_chip_00743_lc1_G29_07_tp0518
 573. 0.4950 QTP_Wetland_2020_chip_01237_lc1_G11_09_tp0518
 574. 0.4949 QTP_Wetland_2020_chip_01842_lc0_G11_11_tp0518
 575. 0.4949 QTP_Wetland_2020_chip_01221_lc1_G29_09_tp0518
 576. 0.4945 QTP_Wetland_2020_chip_00611_lc1_G31_06_tp0518
 577. 0.4944 QTP_Wetland_2020_chip_01155_lc1_G25_09_tp0518
 578. 0.4944 QTP_Wetland_2020_chip_01289_lc1_G11_09_tp0518
 579. 0.4940 QTP_Wetland_2020_chip_00665_lc0_G28_07_tp0518
 580. 0.4940 QTP_Wetland_2020_chip_00724_lc0_G28_07_tp0518
 581. 0.4940 QTP_Wetland_2020_chip_01248_lc1_G18_09_tp0518
 582. 0.4938 QTP_Wetland_2020_chip_00825_lc2_G11_07_tp0518
 583. 0.4934 QTP_Wetland_2020_chip_00975_lc1_G29_08_tp0518
 584. 0.4933 QTP_Wetland_2020_chip_01435_lc2_G23_09_tp0518
 585. 0.4931 QTP_Wetland_2020_chip_01574_lc2_G30_10_tp0518
 586. 0.4929 QTP_Wetland_2020_chip_01027_lc0_G32_08_tp0518
 587. 0.4929 QTP_Wetland_2020_chip_01904_lc2_G33_11_tp0518
 588. 0.4928 QTP_Wetland_2020_chip_01371_lc3_G20_09_tp0518
 589. 0.4927 QTP_Wetland_2020_chip_01116_lc2_G30_09_tp0518
 590. 0.4926 QTP_Wetland_2020_chip_01594_lc3_G10_10_tp0518
 591. 0.4926 QTP_Wetland_2020_chip_00399_lc0_G21_05_tp0518
 592. 0.4923 QTP_Wetland_2020_chip_02033_lc0_G06_12_tp0518
 593. 0.4923 QTP_Wetland_2020_chip_01657_lc1_G08_10_tp0518
 594. 0.4922 QTP_Wetland_2020_chip_00706_lc0_G32_07_tp0518
 595. 0.4919 QTP_Wetland_2020_chip_00738_lc0_G29_07_tp0518
 596. 0.4917 QTP_Wetland_2020_chip_01193_lc1_G28_09_tp0518
 597. 0.4916 QTP_Wetland_2020_chip_00652_lc2_G21_07_tp0518
 598. 0.4916 QTP_Wetland_2020_chip_01119_lc3_G35_09_tp0518
 599. 0.4915 QTP_Wetland_2020_chip_01692_lc3_G05_10_tp0518
 600. 0.4915 QTP_Wetland_2020_chip_01814_lc2_G33_11_tp0518
 601. 0.4915 QTP_Wetland_2020_chip_00739_lc0_G29_07_tp0518
 602. 0.4911 QTP_Wetland_2020_chip_00892_lc1_G30_08_tp0518
 603. 0.4911 QTP_Wetland_2020_chip_01882_lc0_G30_11_tp0518
 604. 0.4911 QTP_Wetland_2020_chip_01372_lc3_G32_09_tp0518
 605. 0.4911 QTP_Wetland_2020_chip_00579_lc1_G31_06_tp0518
 606. 0.4910 QTP_Wetland_2020_chip_00532_lc1_G31_06_tp0518
 607. 0.4910 QTP_Wetland_2020_chip_00731_lc2_G16_07_tp0518
 608. 0.4901 QTP_Wetland_2020_chip_01031_lc1_G22_08_tp0518
 609. 0.4897 QTP_Wetland_2020_chip_01856_lc3_G11_11_tp0518
 610. 0.4896 QTP_Wetland_2020_chip_01931_lc1_G22_11_tp0518
 611. 0.4895 QTP_Wetland_2020_chip_00673_lc0_G28_07_tp0518
 612. 0.4894 QTP_Wetland_2020_chip_01572_lc3_G05_10_tp0518
 613. 0.4892 QTP_Wetland_2020_chip_00662_lc3_G29_07_tp0518
 614. 0.4892 QTP_Wetland_2020_chip_01957_lc1_G20_11_tp0518
 615. 0.4890 QTP_Wetland_2020_chip_00814_lc2_G25_07_tp0518
 616. 0.4888 QTP_Wetland_2020_chip_01035_lc0_G32_08_tp0518
 617. 0.4888 QTP_Wetland_2020_chip_01878_lc2_G21_11_tp0518
 618. 0.4887 QTP_Wetland_2020_chip_01164_lc1_G11_09_tp0518
 619. 0.4886 QTP_Wetland_2020_chip_02151_lc1_G30_13_tp0518
 620. 0.4885 QTP_Wetland_2020_chip_01612_lc3_G02_10_tp0518
 621. 0.4882 QTP_Wetland_2020_chip_02012_lc3_G05_12_tp0518
 622. 0.4882 QTP_Wetland_2020_chip_00714_lc0_G35_07_tp0518
 623. 0.4881 QTP_Wetland_2020_chip_01056_lc3_G28_08_tp0518
 624. 0.4881 QTP_Wetland_2020_chip_02010_lc0_G21_12_tp0518
 625. 0.4880 QTP_Wetland_2020_chip_01008_lc2_G23_08_tp0518
 626. 0.4877 QTP_Wetland_2020_chip_01603_lc2_G23_10_tp0518
 627. 0.4876 QTP_Wetland_2020_chip_00660_lc2_G16_07_tp0518
 628. 0.4874 QTP_Wetland_2020_chip_01582_lc2_G24_10_tp0518
 629. 0.4873 QTP_Wetland_2020_chip_01355_lc2_G20_09_tp0518
 630. 0.4873 QTP_Wetland_2020_chip_00560_lc3_G35_06_tp0518
 631. 0.4872 QTP_Wetland_2020_chip_01260_lc1_G11_09_tp0518
