v8 Active Learning — Top Uncertain Samples
=======================================================
Scored 1308 pool samples (average margin across 4 quadrants)

Rank  Score    Sample
 971. 0.4270 QTP_Wetland_2020_chip_02171_lc1_G30_14_tp0518
 972. 0.4268 QTP_Wetland_2020_chip_01625_lc1_G04_10_tp0518
 973. 0.4267 QTP_Wetland_2020_chip_00945_lc3_G35_08_tp0518
 974. 0.4266 QTP_Wetland_2020_chip_01036_lc3_G32_08_tp0518
 975. 0.4266 QTP_Wetland_2020_chip_00994_lc2_G14_08_tp0518
 976. 0.4265 QTP_Wetland_2020_chip_01901_lc3_G33_11_tp0518
 977. 0.4263 QTP_Wetland_2020_chip_01933_lc3_G07_11_tp0518
 978. 0.4262 QTP_Wetland_2020_chip_01843_lc3_G03_11_tp0518
 979. 0.4257 QTP_Wetland_2020_chip_01750_lc3_G33_10_tp0518
 980. 0.4257 QTP_Wetland_2020_chip_02145_lc0_G06_13_tp0518
 981. 0.4255 QTP_Wetland_2020_chip_01038_lc1_G29_08_tp0518
 982. 0.4253 QTP_Wetland_2020_chip_01827_lc3_G33_11_tp0518
 983. 0.4252 QTP_Wetland_2020_chip_00538_lc1_G31_06_tp0518
 984. 0.4251 QTP_Wetland_2020_chip_01089_lc2_G11_08_tp0518
 985. 0.4248 QTP_Wetland_2020_chip_02054_lc2_G26_12_tp0518
 986. 0.4242 QTP_Wetland_2020_chip_01944_lc3_G07_11_tp0518
 987. 0.4237 QTP_Wetland_2020_chip_01665_lc2_G17_10_tp0518
 988. 0.4236 QTP_Wetland_2020_chip_01585_lc1_G04_10_tp0518
 989. 0.4235 QTP_Wetland_2020_chip_01861_lc3_G09_11_tp0518
 990. 0.4234 QTP_Wetland_2020_chip_00506_lc0_G23_06_tp0518
 991. 0.4232 QTP_Wetland_2020_chip_01678_lc3_G12_10_tp0518
 992. 0.4231 QTP_Wetland_2020_chip_01378_lc2_G20_09_tp0518
 993. 0.4229 QTP_Wetland_2020_chip_01152_lc3_G32_09_tp0518
 994. 0.4228 QTP_Wetland_2020_chip_01510_lc0_G01_10_tp0518
 995. 0.4228 QTP_Wetland_2020_chip_00835_lc0_G31_07_tp0518
 996. 0.4227 QTP_Wetland_2020_chip_01777_lc1_G07_10_tp0518
 997. 0.4225 QTP_Wetland_2020_chip_00863_lc1_G22_08_tp0518
 998. 0.4224 QTP_Wetland_2020_chip_00572_lc1_G33_06_tp0518
 999. 0.4219 QTP_Wetland_2020_chip_01362_lc2_G20_09_tp0518
1000. 0.4218 QTP_Wetland_2020_chip_00675_lc2_G20_07_tp0518
1001. 0.4214 QTP_Wetland_2020_chip_01763_lc1_G07_10_tp0518
1002. 0.4213 QTP_Wetland_2020_chip_01190_lc1_G18_09_tp0518
1003. 0.4211 QTP_Wetland_2020_chip_01831_lc2_G17_11_tp0518
1004. 0.4210 QTP_Wetland_2020_chip_01484_lc1_G09_09_tp0518
1005. 0.4209 QTP_Wetland_2020_chip_01447_lc1_G09_09_tp0518
1006. 0.4209 QTP_Wetland_2020_chip_01632_lc0_G12_10_tp0518
1007. 0.4208 QTP_Wetland_2020_chip_00930_lc3_G35_08_tp0518
1008. 0.4206 QTP_Wetland_2020_chip_00776_lc3_G31_07_tp0518
1009. 0.4201 QTP_Wetland_2020_chip_01732_lc3_G33_10_tp0518
1010. 0.4199 QTP_Wetland_2020_chip_01775_lc2_G28_10_tp0518
1011. 0.4197 QTP_Wetland_2020_chip_02135_lc3_G07_13_tp0518
1012. 0.4194 QTP_Wetland_2020_chip_01836_lc1_G27_11_tp0518
1013. 0.4194 QTP_Wetland_2020_chip_01303_lc2_G19_09_tp0518
1014. 0.4193 QTP_Wetland_2020_chip_01063_lc1_G29_08_tp0518
1015. 0.4192 QTP_Wetland_2020_chip_00860_lc0_G31_08_tp0518
1016. 0.4186 QTP_Wetland_2020_chip_01898_lc1_G07_11_tp0518
1017. 0.4184 QTP_Wetland_2020_chip_00843_lc2_G21_08_tp0518
1018. 0.4184 QTP_Wetland_2020_chip_00624_lc0_G14_07_tp0518
1019. 0.4182 QTP_Wetland_2020_chip_01215_lc1_G10_09_tp0518
1020. 0.4177 QTP_Wetland_2020_chip_01748_lc1_G07_10_tp0518
1021. 0.4176 QTP_Wetland_2020_chip_01279_lc1_G10_09_tp0518
1022. 0.4173 QTP_Wetland_2020_chip_02110_lc1_G30_13_tp0518
1023. 0.4172 QTP_Wetland_2020_chip_01806_lc3_G27_10_tp0518
1024. 0.4171 QTP_Wetland_2020_chip_00526_lc0_G20_06_tp0518
1025. 0.4168 QTP_Wetland_2020_chip_01652_lc3_G12_10_tp0518
1026. 0.4165 QTP_Wetland_2020_chip_01247_lc0_G33_09_tp0518
1027. 0.4165 QTP_Wetland_2020_chip_01191_lc1_G11_09_tp0518
1028. 0.4164 QTP_Wetland_2020_chip_01952_lc3_G09_11_tp0518
1029. 0.4162 QTP_Wetland_2020_chip_00718_lc1_G29_07_tp0518
1030. 0.4160 QTP_Wetland_2020_chip_02060_lc1_G04_12_tp0518
1031. 0.4159 QTP_Wetland_2020_chip_01669_lc1_G07_10_tp0518
1032. 0.4156 QTP_Wetland_2020_chip_01686_lc1_G07_10_tp0518
1033. 0.4155 QTP_Wetland_2020_chip_01329_lc3_G33_09_tp0518
1034. 0.4152 QTP_Wetland_2020_chip_01595_lc1_G09_10_tp0518
1035. 0.4152 QTP_Wetland_2020_chip_01575_lc1_G08_10_tp0518
1036. 0.4151 QTP_Wetland_2020_chip_01104_lc2_G19_08_tp0518
1037. 0.4151 QTP_Wetland_2020_chip_01588_lc3_G30_10_tp0518
1038. 0.4151 QTP_Wetland_2020_chip_02155_lc1_G30_13_tp0518
1039. 0.4150 QTP_Wetland_2020_chip_01546_lc0_G14_10_tp0518
1040. 0.4147 QTP_Wetland_2020_chip_01399_lc2_G14_09_tp0518
1041. 0.4142 QTP_Wetland_2020_chip_02143_lc1_G30_13_tp0518
1042. 0.4142 QTP_Wetland_2020_chip_01413_lc2_G13_09_tp0518
1043. 0.4142 QTP_Wetland_2020_chip_02181_lc1_G07_14_tp0518
1044. 0.4141 QTP_Wetland_2020_chip_02047_lc2_G05_12_tp0518
1045. 0.4140 QTP_Wetland_2020_chip_00790_lc3_G22_07_tp0518
1046. 0.4139 QTP_Wetland_2020_chip_01824_lc3_G09_11_tp0518
1047. 0.4133 QTP_Wetland_2020_chip_01151_lc1_G18_09_tp0518
1048. 0.4132 QTP_Wetland_2020_chip_00678_lc2_G20_07_tp0518
1049. 0.4129 QTP_Wetland_2020_chip_01388_lc0_G31_09_tp0518
1050. 0.4128 QTP_Wetland_2020_chip_01209_lc0_G30_09_tp0518
1051. 0.4128 QTP_Wetland_2020_chip_01920_lc0_G27_11_tp0518
1052. 0.4127 QTP_Wetland_2020_chip_00858_lc2_G13_08_tp0518
1053. 0.4126 QTP_Wetland_2020_chip_01921_lc0_G10_11_tp0518
1054. 0.4125 QTP_Wetland_2020_chip_01663_lc3_G33_10_tp0518
1055. 0.4124 QTP_Wetland_2020_chip_00530_lc2_G18_06_tp0518
1056. 0.4119 QTP_Wetland_2020_chip_00704_lc2_G18_07_tp0518
1057. 0.4118 QTP_Wetland_2020_chip_01862_lc3_G33_11_tp0518
1058. 0.4115 QTP_Wetland_2020_chip_01721_lc0_G15_10_tp0518
1059. 0.4115 QTP_Wetland_2020_chip_01121_lc2_G30_09_tp0518
1060. 0.4114 QTP_Wetland_2020_chip_01741_lc0_G19_10_tp0518
1061. 0.4107 QTP_Wetland_2020_chip_01747_lc0_G33_10_tp0518
1062. 0.4105 QTP_Wetland_2020_chip_02157_lc0_G07_13_tp0518
1063. 0.4100 QTP_Wetland_2020_chip_01171_lc1_G11_09_tp0518
1064. 0.4099 QTP_Wetland_2020_chip_01532_lc1_G32_10_tp0518
1065. 0.4097 QTP_Wetland_2020_chip_01048_lc0_G28_08_tp0518
1066. 0.4095 QTP_Wetland_2020_chip_01294_lc1_G11_09_tp0518
1067. 0.4094 QTP_Wetland_2020_chip_00903_lc2_G17_08_tp0518
1068. 0.4093 QTP_Wetland_2020_chip_01800_lc3_G33_10_tp0518
1069. 0.4093 QTP_Wetland_2020_chip_00897_lc0_G31_08_tp0518
1070. 0.4092 QTP_Wetland_2020_chip_01549_lc1_G32_10_tp0518
1071. 0.4092 QTP_Wetland_2020_chip_01513_lc2_G17_10_tp0518
1072. 0.4092 QTP_Wetland_2020_chip_01311_lc1_G10_09_tp0518
1073. 0.4090 QTP_Wetland_2020_chip_01701_lc1_G07_10_tp0518
1074. 0.4088 QTP_Wetland_2020_chip_00700_lc3_G31_07_tp0518
1075. 0.4086 QTP_Wetland_2020_chip_01770_lc1_G08_10_tp0518
1076. 0.4084 QTP_Wetland_2020_chip_01189_lc1_G11_09_tp0518
1077. 0.4081 QTP_Wetland_2020_chip_02040_lc0_G06_12_tp0518
1078. 0.4080 QTP_Wetland_2020_chip_01312_lc1_G10_09_tp0518
1079. 0.4078 QTP_Wetland_2020_chip_00823_lc1_G30_07_tp0518
1080. 0.4077 QTP_Wetland_2020_chip_01825_lc0_G25_11_tp0518
1081. 0.4069 QTP_Wetland_2020_chip_01998_lc0_G21_12_tp0518
1082. 0.4069 QTP_Wetland_2020_chip_01552_lc3_G33_10_tp0518
1083. 0.4069 QTP_Wetland_2020_chip_01926_lc3_G07_11_tp0518
1084. 0.4068 QTP_Wetland_2020_chip_01042_lc0_G36_08_tp0518
1085. 0.4068 QTP_Wetland_2020_chip_00684_lc2_G21_07_tp0518
1086. 0.4065 QTP_Wetland_2020_chip_01730_lc3_G32_10_tp0518
1087. 0.4063 QTP_Wetland_2020_chip_01999_lc0_G21_12_tp0518
1088. 0.4062 QTP_Wetland_2020_chip_00888_lc2_G22_08_tp0518
1089. 0.4060 QTP_Wetland_2020_chip_01234_lc2_G20_09_tp0518
1090. 0.4059 QTP_Wetland_2020_chip_02019_lc1_G04_12_tp0518
1091. 0.4057 QTP_Wetland_2020_chip_01828_lc3_G33_11_tp0518
1092. 0.4056 QTP_Wetland_2020_chip_00387_lc1_G30_05_tp0518
1093. 0.4055 QTP_Wetland_2020_chip_01453_lc0_G12_09_tp0518
1094. 0.4054 QTP_Wetland_2020_chip_01577_lc1_G04_10_tp0518
1095. 0.4052 QTP_Wetland_2020_chip_00507_lc0_G16_06_tp0518
1096. 0.4050 QTP_Wetland_2020_chip_01787_lc1_G07_10_tp0518
1097. 0.4048 QTP_Wetland_2020_chip_01729_lc1_G07_10_tp0518
1098. 0.4046 QTP_Wetland_2020_chip_01226_lc2_G18_09_tp0518
1099. 0.4045 QTP_Wetland_2020_chip_01206_lc3_G30_09_tp0518
1100. 0.4042 QTP_Wetland_2020_chip_01785_lc1_G07_10_tp0518
1101. 0.4042 QTP_Wetland_2020_chip_01055_lc2_G17_08_tp0518
1102. 0.4040 QTP_Wetland_2020_chip_00622_lc2_G17_07_tp0518
1103. 0.4037 QTP_Wetland_2020_chip_01554_lc3_G31_10_tp0518
1104. 0.4035 QTP_Wetland_2020_chip_01661_lc1_G23_10_tp0518
1105. 0.4033 QTP_Wetland_2020_chip_01746_lc3_G33_10_tp0518
1106. 0.4033 QTP_Wetland_2020_chip_01914_lc0_G10_11_tp0518
1107. 0.4026 QTP_Wetland_2020_chip_00922_lc2_G15_08_tp0518
1108. 0.4018 QTP_Wetland_2020_chip_01468_lc3_G30_09_tp0518
1109. 0.4016 QTP_Wetland_2020_chip_02172_lc0_G06_14_tp0518
1110. 0.4011 QTP_Wetland_2020_chip_01197_lc1_G29_09_tp0518
1111. 0.4010 QTP_Wetland_2020_chip_01604_lc1_G07_10_tp0518
1112. 0.4010 QTP_Wetland_2020_chip_01628_lc3_G33_10_tp0518
1113. 0.4006 QTP_Wetland_2020_chip_01122_lc3_G35_09_tp0518
1114. 0.3993 QTP_Wetland_2020_chip_01324_lc3_G33_09_tp0518
1115. 0.3989 QTP_Wetland_2020_chip_00889_lc3_G31_08_tp0518
1116. 0.3989 QTP_Wetland_2020_chip_00691_lc0_G15_07_tp0518
1117. 0.3989 QTP_Wetland_2020_chip_01722_lc0_G33_10_tp0518
1118. 0.3988 QTP_Wetland_2020_chip_01627_lc3_G30_10_tp0518
1119. 0.3984 QTP_Wetland_2020_chip_01427_lc3_G32_09_tp0518
1120. 0.3983 QTP_Wetland_2020_chip_01694_lc3_G08_10_tp0518
1121. 0.3982 QTP_Wetland_2020_chip_01848_lc3_G27_11_tp0518
1122. 0.3982 QTP_Wetland_2020_chip_01687_lc2_G11_10_tp0518
1123. 0.3977 QTP_Wetland_2020_chip_01642_lc2_G32_10_tp0518
1124. 0.3969 QTP_Wetland_2020_chip_01288_lc2_G14_09_tp0518
1125. 0.3969 QTP_Wetland_2020_chip_01778_lc1_G07_10_tp0518
1126. 0.3963 QTP_Wetland_2020_chip_01641_lc3_G02_10_tp0518
1127. 0.3963 QTP_Wetland_2020_chip_00836_lc0_G28_07_tp0518
1128. 0.3963 QTP_Wetland_2020_chip_01242_lc2_G25_09_tp0518
1129. 0.3961 QTP_Wetland_2020_chip_01478_lc2_G20_09_tp0518
1130. 0.3960 QTP_Wetland_2020_chip_00754_lc0_G31_07_tp0518
1131. 0.3956 QTP_Wetland_2020_chip_01760_lc3_G33_10_tp0518
1132. 0.3955 QTP_Wetland_2020_chip_01609_lc2_G16_10_tp0518
1133. 0.3952 QTP_Wetland_2020_chip_00879_lc3_G34_08_tp0518
1134. 0.3952 QTP_Wetland_2020_chip_01986_lc2_G31_11_tp0518
1135. 0.3952 QTP_Wetland_2020_chip_00378_lc1_G30_05_tp0518
1136. 0.3948 QTP_Wetland_2020_chip_01769_lc1_G07_10_tp0518
1137. 0.3947 QTP_Wetland_2020_chip_00565_lc2_G18_06_tp0518
1138. 0.3942 QTP_Wetland_2020_chip_02154_lc0_G07_13_tp0518
1139. 0.3942 QTP_Wetland_2020_chip_00916_lc3_G35_08_tp0518
1140. 0.3939 QTP_Wetland_2020_chip_01256_lc2_G15_09_tp0518
1141. 0.3937 QTP_Wetland_2020_chip_01187_lc1_G11_09_tp0518
1142. 0.3937 QTP_Wetland_2020_chip_01889_lc1_G30_11_tp0518
1143. 0.3926 QTP_Wetland_2020_chip_01790_lc3_G32_10_tp0518
1144. 0.3925 QTP_Wetland_2020_chip_01213_lc1_G10_09_tp0518
1145. 0.3925 QTP_Wetland_2020_chip_02045_lc2_G22_12_tp0518
1146. 0.3925 QTP_Wetland_2020_chip_01634_lc1_G07_10_tp0518
1147. 0.3920 QTP_Wetland_2020_chip_00647_lc2_G20_07_tp0518
1148. 0.3917 QTP_Wetland_2020_chip_01621_lc2_G24_10_tp0518
1149. 0.3914 QTP_Wetland_2020_chip_01990_lc2_G30_11_tp0518
1150. 0.3911 QTP_Wetland_2020_chip_02057_lc3_G08_12_tp0518
1151. 0.3911 QTP_Wetland_2020_chip_01969_lc3_G25_11_tp0518
1152. 0.3909 QTP_Wetland_2020_chip_00763_lc1_G30_07_tp0518
1153. 0.3902 QTP_Wetland_2020_chip_01832_lc3_G27_11_tp0518
1154. 0.3892 QTP_Wetland_2020_chip_01405_lc3_G32_09_tp0518
1155. 0.3890 QTP_Wetland_2020_chip_01872_lc3_G27_11_tp0518
1156. 0.3887 QTP_Wetland_2020_chip_01204_lc3_G30_09_tp0518
1157. 0.3880 QTP_Wetland_2020_chip_01216_lc3_G30_09_tp0518
1158. 0.3877 QTP_Wetland_2020_chip_01047_lc0_G36_08_tp0518
1159. 0.3875 QTP_Wetland_2020_chip_02130_lc0_G30_13_tp0518
1160. 0.3874 QTP_Wetland_2020_chip_01900_lc1_G30_11_tp0518
1161. 0.3873 QTP_Wetland_2020_chip_01591_lc3_G33_10_tp0518
1162. 0.3867 QTP_Wetland_2020_chip_01518_lc2_G20_10_tp0518
1163. 0.3865 QTP_Wetland_2020_chip_01446_lc2_G13_09_tp0518
1164. 0.3863 QTP_Wetland_2020_chip_01737_lc3_G33_10_tp0518
1165. 0.3861 QTP_Wetland_2020_chip_01709_lc1_G07_10_tp0518
1166. 0.3855 QTP_Wetland_2020_chip_00379_lc1_G30_05_tp0518
1167. 0.3848 QTP_Wetland_2020_chip_00955_lc3_G22_08_tp0518
1168. 0.3845 QTP_Wetland_2020_chip_01230_lc0_G30_09_tp0518
1169. 0.3842 QTP_Wetland_2020_chip_01793_lc3_G33_10_tp0518
1170. 0.3841 QTP_Wetland_2020_chip_01538_lc3_G33_10_tp0518
1171. 0.3835 QTP_Wetland_2020_chip_00717_lc0_G31_07_tp0518
1172. 0.3835 QTP_Wetland_2020_chip_01676_lc3_G11_10_tp0518
1173. 0.3831 QTP_Wetland_2020_chip_02061_lc2_G05_12_tp0518
1174. 0.3829 QTP_Wetland_2020_chip_02144_lc3_G21_13_tp0518
1175. 0.3827 QTP_Wetland_2020_chip_01707_lc1_G07_10_tp0518
1176. 0.3824 QTP_Wetland_2020_chip_01696_lc1_G07_10_tp0518
1177. 0.3812 QTP_Wetland_2020_chip_01208_lc1_G10_09_tp0518
1178. 0.3808 QTP_Wetland_2020_chip_02140_lc1_G30_13_tp0518
1179. 0.3807 QTP_Wetland_2020_chip_01718_lc3_G33_10_tp0518
1180. 0.3799 QTP_Wetland_2020_chip_00965_lc3_G32_08_tp0518
1181. 0.3798 QTP_Wetland_2020_chip_00709_lc2_G16_07_tp0518
1182. 0.3796 QTP_Wetland_2020_chip_01576_lc1_G04_10_tp0518
1183. 0.3791 QTP_Wetland_2020_chip_01829_lc3_G09_11_tp0518
1184. 0.3790 QTP_Wetland_2020_chip_00796_lc2_G14_07_tp0518
1185. 0.3787 QTP_Wetland_2020_chip_01529_lc3_G33_10_tp0518
1186. 0.3782 QTP_Wetland_2020_chip_01207_lc1_G11_09_tp0518
1187. 0.3780 QTP_Wetland_2020_chip_00500_lc0_G16_06_tp0518
1188. 0.3778 QTP_Wetland_2020_chip_01034_lc3_G36_08_tp0518
1189. 0.3776 QTP_Wetland_2020_chip_00645_lc2_G19_07_tp0518
1190. 0.3762 QTP_Wetland_2020_chip_01795_lc2_G33_10_tp0518
1191. 0.3760 QTP_Wetland_2020_chip_01143_lc1_G29_09_tp0518
1192. 0.3760 QTP_Wetland_2020_chip_00808_lc2_G22_07_tp0518
1193. 0.3749 QTP_Wetland_2020_chip_01895_lc0_G30_11_tp0518
1194. 0.3744 QTP_Wetland_2020_chip_01349_lc2_G13_09_tp0518
1195. 0.3744 QTP_Wetland_2020_chip_01751_lc3_G32_10_tp0518
1196. 0.3741 QTP_Wetland_2020_chip_01989_lc3_G30_11_tp0518
1197. 0.3740 QTP_Wetland_2020_chip_00935_lc3_G17_08_tp0518
1198. 0.3737 QTP_Wetland_2020_chip_01550_lc2_G23_10_tp0518
1199. 0.3734 QTP_Wetland_2020_chip_01887_lc1_G30_11_tp0518
1200. 0.3730 QTP_Wetland_2020_chip_01846_lc3_G27_11_tp0518
1201. 0.3727 QTP_Wetland_2020_chip_01222_lc1_G11_09_tp0518
1202. 0.3713 QTP_Wetland_2020_chip_01971_lc2_G28_11_tp0518
1203. 0.3707 QTP_Wetland_2020_chip_00927_lc3_G32_08_tp0518
1204. 0.3702 QTP_Wetland_2020_chip_01327_lc2_G23_09_tp0518
1205. 0.3691 QTP_Wetland_2020_chip_00874_lc2_G21_08_tp0518
1206. 0.3691 QTP_Wetland_2020_chip_00588_lc2_G15_06_tp0518
1207. 0.3682 QTP_Wetland_2020_chip_01100_lc3_G35_08_tp0518
1208. 0.3682 QTP_Wetland_2020_chip_01458_lc2_G12_09_tp0518
1209. 0.3674 QTP_Wetland_2020_chip_00875_lc0_G34_08_tp0518
1210. 0.3672 QTP_Wetland_2020_chip_01203_lc1_G11_09_tp0518
1211. 0.3671 QTP_Wetland_2020_chip_01614_lc2_G23_10_tp0518
1212. 0.3671 QTP_Wetland_2020_chip_01979_lc2_G31_11_tp0518
1213. 0.3669 QTP_Wetland_2020_chip_01210_lc3_G32_09_tp0518
1214. 0.3669 QTP_Wetland_2020_chip_01888_lc0_G30_11_tp0518
1215. 0.3663 QTP_Wetland_2020_chip_01615_lc3_G31_10_tp0518
1216. 0.3658 QTP_Wetland_2020_chip_01892_lc1_G30_11_tp0518
1217. 0.3651 QTP_Wetland_2020_chip_01270_lc2_G15_09_tp0518
1218. 0.3649 QTP_Wetland_2020_chip_01640_lc2_G20_10_tp0518
1219. 0.3635 QTP_Wetland_2020_chip_01037_lc0_G32_08_tp0518
1220. 0.3617 QTP_Wetland_2020_chip_00641_lc2_G19_07_tp0518
1221. 0.3617 QTP_Wetland_2020_chip_00848_lc2_G22_08_tp0518
1222. 0.3615 QTP_Wetland_2020_chip_01607_lc3_G33_10_tp0518
1223. 0.3603 QTP_Wetland_2020_chip_00418_lc2_G19_05_tp0518
1224. 0.3594 QTP_Wetland_2020_chip_00720_lc3_G31_07_tp0518
1225. 0.3582 QTP_Wetland_2020_chip_00828_lc2_G16_07_tp0518
1226. 0.3582 QTP_Wetland_2020_chip_01323_lc2_G20_09_tp0518
1227. 0.3582 QTP_Wetland_2020_chip_01412_lc3_G29_09_tp0518
1228. 0.3579 QTP_Wetland_2020_chip_01896_lc1_G30_11_tp0518
1229. 0.3576 QTP_Wetland_2020_chip_01611_lc2_G16_10_tp0518
1230. 0.3573 QTP_Wetland_2020_chip_00886_lc2_G19_08_tp0518
1231. 0.3547 QTP_Wetland_2020_chip_01724_lc2_G30_10_tp0518
1232. 0.3540 QTP_Wetland_2020_chip_01822_lc3_G27_11_tp0518
1233. 0.3539 QTP_Wetland_2020_chip_01780_lc1_G07_10_tp0518
1234. 0.3538 QTP_Wetland_2020_chip_01016_lc2_G23_08_tp0518
1235. 0.3532 QTP_Wetland_2020_chip_01395_lc2_G16_09_tp0518
1236. 0.3519 QTP_Wetland_2020_chip_01802_lc0_G19_10_tp0518
1237. 0.3516 QTP_Wetland_2020_chip_00832_lc2_G17_07_tp0518
1238. 0.3486 QTP_Wetland_2020_chip_00594_lc2_G19_06_tp0518
1239. 0.3463 QTP_Wetland_2020_chip_01195_lc2_G25_09_tp0518
1240. 0.3462 QTP_Wetland_2020_chip_00618_lc2_G15_07_tp0518
1241. 0.3452 QTP_Wetland_2020_chip_01196_lc2_G18_09_tp0518
1242. 0.3452 QTP_Wetland_2020_chip_01201_lc2_G22_09_tp0518
1243. 0.3446 QTP_Wetland_2020_chip_01886_lc0_G30_11_tp0518
1244. 0.3415 QTP_Wetland_2020_chip_01881_lc1_G30_11_tp0518
1245. 0.3411 QTP_Wetland_2020_chip_00672_lc2_G22_07_tp0518
1246. 0.3406 QTP_Wetland_2020_chip_01009_lc2_G18_08_tp0518
1247. 0.3396 QTP_Wetland_2020_chip_00997_lc2_G19_08_tp0518
1248. 0.3365 QTP_Wetland_2020_chip_01142_lc2_G18_09_tp0518
1249. 0.3352 QTP_Wetland_2020_chip_01146_lc2_G16_09_tp0518
1250. 0.3340 QTP_Wetland_2020_chip_01771_lc2_G18_10_tp0518
1251. 0.3321 QTP_Wetland_2020_chip_00638_lc2_G23_07_tp0518
1252. 0.3298 QTP_Wetland_2020_chip_00502_lc2_G22_06_tp0518
1253. 0.3297 QTP_Wetland_2020_chip_00811_lc2_G20_07_tp0518
1254. 0.3288 QTP_Wetland_2020_chip_02161_lc0_G06_13_tp0518
1255. 0.3272 QTP_Wetland_2020_chip_01804_lc0_G19_10_tp0518
1256. 0.3265 QTP_Wetland_2020_chip_00850_lc2_G20_08_tp0518
1257. 0.3240 QTP_Wetland_2020_chip_01631_lc2_G20_10_tp0518
1258. 0.3234 QTP_Wetland_2020_chip_00787_lc2_G17_07_tp0518
1259. 0.3225 QTP_Wetland_2020_chip_01365_lc2_G19_09_tp0518
1260. 0.3215 QTP_Wetland_2020_chip_01182_lc2_G22_09_tp0518
1261. 0.3208 QTP_Wetland_2020_chip_00523_lc2_G22_06_tp0518
1262. 0.3205 QTP_Wetland_2020_chip_00976_lc2_G23_08_tp0518
1263. 0.3196 QTP_Wetland_2020_chip_01313_lc2_G17_09_tp0518
1264. 0.3172 QTP_Wetland_2020_chip_00821_lc2_G21_07_tp0518
1265. 0.3163 QTP_Wetland_2020_chip_01341_lc2_G13_09_tp0518
1266. 0.3152 QTP_Wetland_2020_chip_01105_lc2_G16_08_tp0518
1267. 0.3116 QTP_Wetland_2020_chip_01702_lc2_G21_10_tp0518
1268. 0.3096 QTP_Wetland_2020_chip_00962_lc2_G17_08_tp0518
1269. 0.3095 QTP_Wetland_2020_chip_00608_lc2_G22_06_tp0518
1270. 0.3087 QTP_Wetland_2020_chip_00602_lc2_G21_06_tp0518
1271. 0.3071 QTP_Wetland_2020_chip_01809_lc2_G26_10_tp0518
1272. 0.3039 QTP_Wetland_2020_chip_02100_lc2_G05_13_tp0518
1273. 0.3023 QTP_Wetland_2020_chip_01253_lc2_G24_09_tp0518
1274. 0.3012 QTP_Wetland_2020_chip_02066_lc2_G26_12_tp0518
1275. 0.2999 QTP_Wetland_2020_chip_01337_lc2_G25_09_tp0518
1276. 0.2995 QTP_Wetland_2020_chip_01488_lc2_G30_09_tp0518
1277. 0.2984 QTP_Wetland_2020_chip_00750_lc2_G19_07_tp0518
1278. 0.2971 QTP_Wetland_2020_chip_00810_lc2_G19_07_tp0518
1279. 0.2962 QTP_Wetland_2020_chip_01821_lc0_G19_11_tp0518
1280. 0.2958 QTP_Wetland_2020_chip_00604_lc2_G21_06_tp0518
1281. 0.2951 QTP_Wetland_2020_chip_00829_lc2_G22_07_tp0518
1282. 0.2942 QTP_Wetland_2020_chip_01167_lc2_G17_09_tp0518
1283. 0.2934 QTP_Wetland_2020_chip_01267_lc2_G18_09_tp0518
1284. 0.2900 QTP_Wetland_2020_chip_00666_lc2_G15_07_tp0518
1285. 0.2884 QTP_Wetland_2020_chip_01567_lc2_G18_10_tp0518
1286. 0.2822 QTP_Wetland_2020_chip_01796_lc2_G18_10_tp0518
1287. 0.2747 QTP_Wetland_2020_chip_01106_lc2_G19_08_tp0518
1288. 0.2742 QTP_Wetland_2020_chip_00884_lc2_G19_08_tp0518
1289. 0.2694 QTP_Wetland_2020_chip_01004_lc2_G11_08_tp0518
1290. 0.2589 QTP_Wetland_2020_chip_01154_lc2_G16_09_tp0518
1291. 0.2508 QTP_Wetland_2020_chip_01470_lc2_G18_09_tp0518
1292. 0.2504 QTP_Wetland_2020_chip_01091_lc2_G14_08_tp0518
1293. 0.2500 QTP_Wetland_2020_chip_01847_lc2_G22_11_tp0518
1294. 0.2492 QTP_Wetland_2020_chip_00522_lc2_G18_06_tp0518
1295. 0.2491 QTP_Wetland_2020_chip_01840_lc2_G21_11_tp0518
1296. 0.2451 QTP_Wetland_2020_chip_01319_lc2_G14_09_tp0518
1297. 0.2426 QTP_Wetland_2020_chip_01816_lc2_G33_11_tp0518
1298. 0.2418 QTP_Wetland_2020_chip_01346_lc2_G13_09_tp0518
1299. 0.2413 QTP_Wetland_2020_chip_02098_lc2_G05_13_tp0518
1300. 0.2382 QTP_Wetland_2020_chip_01332_lc2_G20_09_tp0518
1301. 0.2370 QTP_Wetland_2020_chip_01589_lc2_G20_10_tp0518
1302. 0.2367 QTP_Wetland_2020_chip_01530_lc2_G20_10_tp0518
1303. 0.2353 QTP_Wetland_2020_chip_01820_lc2_G19_11_tp0518
1304. 0.2236 QTP_Wetland_2020_chip_01762_lc2_G20_10_tp0518
1305. 0.2221 QTP_Wetland_2020_chip_01531_lc2_G19_10_tp0518
1306. 0.2190 QTP_Wetland_2020_chip_01794_lc2_G19_10_tp0518
1307. 0.2189 QTP_Wetland_2020_chip_01818_lc2_G18_11_tp0518
1308. 0.2115 QTP_Wetland_2020_chip_01132_lc2_G15_09_tp0518
