v9 Active Learning — Top Uncertain Samples
=======================================================
Scored 1278 pool samples (average margin across 4 quadrants)

Rank  Score    Sample
 649. 0.1557  QTP_Wetland_2020_chip_01161_lc3_G32_09_tp0518
 650. 0.1551  QTP_Wetland_2020_chip_01823_lc3_G33_11_tp0518
 651. 0.1549  QTP_Wetland_2020_chip_01131_lc3_G35_09_tp0518
 652. 0.1547  QTP_Wetland_2020_chip_00711_lc0_G28_07_tp0518
 653. 0.1547  QTP_Wetland_2020_chip_00388_lc0_G21_05_tp0518
 654. 0.1543  QTP_Wetland_2020_chip_02087_lc1_G30_13_tp0518
 655. 0.1543  QTP_Wetland_2020_chip_01670_lc3_G14_10_tp0518
 656. 0.1542  QTP_Wetland_2020_chip_01279_lc1_G10_09_tp0518
 657. 0.1541  QTP_Wetland_2020_chip_02039_lc0_G06_12_tp0518
 658. 0.1540  QTP_Wetland_2020_chip_00511_lc0_G23_06_tp0518
 659. 0.1537  QTP_Wetland_2020_chip_00718_lc1_G29_07_tp0518
 660. 0.1535  QTP_Wetland_2020_chip_00678_lc2_G20_07_tp0518
 661. 0.1530  QTP_Wetland_2020_chip_01671_lc1_G23_10_tp0518
 662. 0.1530  QTP_Wetland_2020_chip_02031_lc3_G30_12_tp0518
 663. 0.1528  QTP_Wetland_2020_chip_01222_lc1_G11_09_tp0518
 664. 0.1525  QTP_Wetland_2020_chip_00984_lc3_G14_08_tp0518
 665. 0.1519  QTP_Wetland_2020_chip_01582_lc2_G24_10_tp0518
 666. 0.1516  QTP_Wetland_2020_chip_02138_lc1_G30_13_tp0518
 667. 0.1516  QTP_Wetland_2020_chip_01875_lc3_G27_11_tp0518
 668. 0.1514  QTP_Wetland_2020_chip_01901_lc3_G33_11_tp0518
 669. 0.1514  QTP_Wetland_2020_chip_01105_lc2_G16_08_tp0518
 670. 0.1506  QTP_Wetland_2020_chip_02098_lc2_G05_13_tp0518
 671. 0.1504  QTP_Wetland_2020_chip_01905_lc0_G07_11_tp0518
 672. 0.1503  QTP_Wetland_2020_chip_01797_lc0_G19_10_tp0518
 673. 0.1500  QTP_Wetland_2020_chip_01493_lc0_G30_09_tp0518
 674. 0.1499  QTP_Wetland_2020_chip_01198_lc1_G11_09_tp0518
 675. 0.1498  QTP_Wetland_2020_chip_01372_lc3_G32_09_tp0518
 676. 0.1498  QTP_Wetland_2020_chip_00652_lc2_G21_07_tp0518
 677. 0.1497  QTP_Wetland_2020_chip_02004_lc0_G08_12_tp0518
 678. 0.1496  QTP_Wetland_2020_chip_01174_lc1_G11_09_tp0518
 679. 0.1487  QTP_Wetland_2020_chip_01340_lc3_G31_09_tp0518
 680. 0.1486  QTP_Wetland_2020_chip_01484_lc1_G09_09_tp0518
 681. 0.1484  QTP_Wetland_2020_chip_01594_lc3_G10_10_tp0518
 682. 0.1477  QTP_Wetland_2020_chip_01986_lc2_G31_11_tp0518
 683. 0.1476  QTP_Wetland_2020_chip_01849_lc2_G17_11_tp0518
 684. 0.1471  QTP_Wetland_2020_chip_00399_lc0_G21_05_tp0518
 685. 0.1468  QTP_Wetland_2020_chip_00378_lc1_G30_05_tp0518
 686. 0.1466  QTP_Wetland_2020_chip_02022_lc1_G04_12_tp0518
 687. 0.1464  QTP_Wetland_2020_chip_01769_lc1_G07_10_tp0518
 688. 0.1461  QTP_Wetland_2020_chip_01940_lc3_G09_11_tp0518
 689. 0.1460  QTP_Wetland_2020_chip_01053_lc2_G35_08_tp0518
 690. 0.1458  QTP_Wetland_2020_chip_00576_lc3_G33_06_tp0518
 691. 0.1458  QTP_Wetland_2020_chip_02075_lc2_G05_12_tp0518
 692. 0.1457  QTP_Wetland_2020_chip_01686_lc1_G07_10_tp0518
 693. 0.1456  QTP_Wetland_2020_chip_00649_lc3_G29_07_tp0518
 694. 0.1455  QTP_Wetland_2020_chip_00672_lc2_G22_07_tp0518
 695. 0.1443  QTP_Wetland_2020_chip_01843_lc3_G03_11_tp0518
 696. 0.1442  QTP_Wetland_2020_chip_01276_lc1_G11_09_tp0518
 697. 0.1441  QTP_Wetland_2020_chip_01116_lc2_G30_09_tp0518
 698. 0.1439  QTP_Wetland_2020_chip_01775_lc2_G28_10_tp0518
 699. 0.1439  QTP_Wetland_2020_chip_02017_lc1_G20_12_tp0518
 700. 0.1437  QTP_Wetland_2020_chip_01851_lc3_G27_11_tp0518
 701. 0.1430  QTP_Wetland_2020_chip_01813_lc0_G19_11_tp0518
 702. 0.1429  QTP_Wetland_2020_chip_00887_lc0_G35_08_tp0518
 703. 0.1413  QTP_Wetland_2020_chip_00897_lc0_G31_08_tp0518
 704. 0.1413  QTP_Wetland_2020_chip_00634_lc2_G13_07_tp0518
 705. 0.1412  QTP_Wetland_2020_chip_01013_lc1_G32_08_tp0518
 706. 0.1411  QTP_Wetland_2020_chip_01663_lc3_G33_10_tp0518
 707. 0.1408  QTP_Wetland_2020_chip_00734_lc3_G29_07_tp0518
 708. 0.1408  QTP_Wetland_2020_chip_01609_lc2_G16_10_tp0518
 709. 0.1407  QTP_Wetland_2020_chip_00379_lc1_G30_05_tp0518
 710. 0.1405  QTP_Wetland_2020_chip_01809_lc2_G26_10_tp0518
 711. 0.1404  QTP_Wetland_2020_chip_00604_lc2_G21_06_tp0518
 712. 0.1402  QTP_Wetland_2020_chip_01133_lc0_G26_09_tp0518
 713. 0.1400  QTP_Wetland_2020_chip_02148_lc0_G07_13_tp0518
 714. 0.1400  QTP_Wetland_2020_chip_00960_lc1_G22_08_tp0518
 715. 0.1397  QTP_Wetland_2020_chip_01738_lc1_G08_10_tp0518
 716. 0.1395  QTP_Wetland_2020_chip_01442_lc0_G12_09_tp0518
 717. 0.1393  QTP_Wetland_2020_chip_00740_lc1_G29_07_tp0518
 718. 0.1391  QTP_Wetland_2020_chip_01585_lc1_G04_10_tp0518
 719. 0.1390  QTP_Wetland_2020_chip_01792_lc1_G35_10_tp0518
 720. 0.1383  QTP_Wetland_2020_chip_00890_lc2_G21_08_tp0518
 721. 0.1379  QTP_Wetland_2020_chip_01068_lc1_G22_08_tp0518
 722. 0.1376  QTP_Wetland_2020_chip_01245_lc1_G11_09_tp0518
 723. 0.1376  QTP_Wetland_2020_chip_01265_lc2_G25_09_tp0518
 724. 0.1376  QTP_Wetland_2020_chip_01234_lc2_G20_09_tp0518
 725. 0.1376  QTP_Wetland_2020_chip_01807_lc2_G23_10_tp0518
 726. 0.1375  QTP_Wetland_2020_chip_00555_lc0_G21_06_tp0518
 727. 0.1372  QTP_Wetland_2020_chip_01251_lc3_G32_09_tp0518
 728. 0.1371  QTP_Wetland_2020_chip_00845_lc2_G13_08_tp0518
 729. 0.1371  QTP_Wetland_2020_chip_01219_lc0_G15_09_tp0518
 730. 0.1368  QTP_Wetland_2020_chip_01994_lc1_G32_12_tp0518
 731. 0.1367  QTP_Wetland_2020_chip_01785_lc1_G07_10_tp0518
 732. 0.1359  QTP_Wetland_2020_chip_00613_lc0_G20_06_tp0518
 733. 0.1357  QTP_Wetland_2020_chip_01445_lc2_G31_09_tp0518
 734. 0.1356  QTP_Wetland_2020_chip_01790_lc3_G32_10_tp0518
 735. 0.1351  QTP_Wetland_2020_chip_00787_lc2_G17_07_tp0518
 736. 0.1349  QTP_Wetland_2020_chip_02035_lc1_G31_12_tp0518
 737. 0.1348  QTP_Wetland_2020_chip_01577_lc1_G04_10_tp0518
 738. 0.1347  QTP_Wetland_2020_chip_00703_lc0_G28_07_tp0518
 739. 0.1339  QTP_Wetland_2020_chip_01455_lc3_G32_09_tp0518
 740. 0.1337  QTP_Wetland_2020_chip_01138_lc0_G30_09_tp0518
 741. 0.1334  QTP_Wetland_2020_chip_02114_lc3_G05_13_tp0518
 742. 0.1333  QTP_Wetland_2020_chip_00770_lc1_G28_07_tp0518
 743. 0.1333  QTP_Wetland_2020_chip_01712_lc3_G33_10_tp0518
 744. 0.1333  QTP_Wetland_2020_chip_01380_lc0_G12_09_tp0518
 745. 0.1326  QTP_Wetland_2020_chip_01746_lc3_G33_10_tp0518
 746. 0.1320  QTP_Wetland_2020_chip_01691_lc3_G09_10_tp0518
 747. 0.1318  QTP_Wetland_2020_chip_02040_lc0_G06_12_tp0518
 748. 0.1318  QTP_Wetland_2020_chip_01584_lc0_G14_10_tp0518
 749. 0.1318  QTP_Wetland_2020_chip_01197_lc1_G29_09_tp0518
 750. 0.1317  QTP_Wetland_2020_chip_01884_lc1_G23_11_tp0518
 751. 0.1317  QTP_Wetland_2020_chip_01194_lc3_G32_09_tp0518
 752. 0.1314  QTP_Wetland_2020_chip_01469_lc1_G09_09_tp0518
 753. 0.1310  QTP_Wetland_2020_chip_00916_lc3_G35_08_tp0518
 754. 0.1306  QTP_Wetland_2020_chip_01261_lc1_G11_09_tp0518
 755. 0.1304  QTP_Wetland_2020_chip_01605_lc2_G17_10_tp0518
 756. 0.1304  QTP_Wetland_2020_chip_00666_lc2_G15_07_tp0518
 757. 0.1299  QTP_Wetland_2020_chip_01417_lc3_G31_09_tp0518
 758. 0.1295  QTP_Wetland_2020_chip_01218_lc2_G31_09_tp0518
 759. 0.1292  QTP_Wetland_2020_chip_01990_lc2_G30_11_tp0518
 760. 0.1291  QTP_Wetland_2020_chip_01862_lc3_G33_11_tp0518
 761. 0.1290  QTP_Wetland_2020_chip_02085_lc0_G22_13_tp0518
 762. 0.1287  QTP_Wetland_2020_chip_02172_lc0_G06_14_tp0518
 763. 0.1286  QTP_Wetland_2020_chip_01913_lc0_G10_11_tp0518
 764. 0.1286  QTP_Wetland_2020_chip_01348_lc3_G31_09_tp0518
 765. 0.1284  QTP_Wetland_2020_chip_01451_lc0_G12_09_tp0518
 766. 0.1282  QTP_Wetland_2020_chip_01831_lc2_G17_11_tp0518
 767. 0.1281  QTP_Wetland_2020_chip_01394_lc1_G27_09_tp0518
 768. 0.1276  QTP_Wetland_2020_chip_01612_lc3_G02_10_tp0518
 769. 0.1275  QTP_Wetland_2020_chip_00411_lc0_G18_05_tp0518
 770. 0.1272  QTP_Wetland_2020_chip_02030_lc1_G32_12_tp0518
 771. 0.1268  QTP_Wetland_2020_chip_01207_lc1_G11_09_tp0518
 772. 0.1265  QTP_Wetland_2020_chip_00695_lc0_G35_07_tp0518
 773. 0.1259  QTP_Wetland_2020_chip_01196_lc2_G18_09_tp0518
 774. 0.1257  QTP_Wetland_2020_chip_01883_lc0_G11_11_tp0518
 775. 0.1256  QTP_Wetland_2020_chip_01694_lc3_G08_10_tp0518
 776. 0.1244  QTP_Wetland_2020_chip_01140_lc2_G30_09_tp0518
 777. 0.1241  QTP_Wetland_2020_chip_01659_lc1_G23_10_tp0518
 778. 0.1237  QTP_Wetland_2020_chip_01591_lc3_G33_10_tp0518
 779. 0.1236  QTP_Wetland_2020_chip_01701_lc1_G07_10_tp0518
 780. 0.1236  QTP_Wetland_2020_chip_01576_lc1_G04_10_tp0518
 781. 0.1234  QTP_Wetland_2020_chip_01661_lc1_G23_10_tp0518
 782. 0.1233  QTP_Wetland_2020_chip_01806_lc3_G27_10_tp0518
 783. 0.1230  QTP_Wetland_2020_chip_01125_lc3_G17_09_tp0518
 784. 0.1229  QTP_Wetland_2020_chip_01587_lc0_G29_10_tp0518
 785. 0.1228  QTP_Wetland_2020_chip_01170_lc1_G29_09_tp0518
 786. 0.1223  QTP_Wetland_2020_chip_01397_lc3_G32_09_tp0518
 787. 0.1213  QTP_Wetland_2020_chip_01665_lc2_G17_10_tp0518
 788. 0.1213  QTP_Wetland_2020_chip_00848_lc2_G22_08_tp0518
 789. 0.1212  QTP_Wetland_2020_chip_00602_lc2_G21_06_tp0518
 790. 0.1212  QTP_Wetland_2020_chip_01882_lc0_G30_11_tp0518
 791. 0.1206  QTP_Wetland_2020_chip_00886_lc2_G19_08_tp0518
 792. 0.1204  QTP_Wetland_2020_chip_01100_lc3_G35_08_tp0518
 793. 0.1202  QTP_Wetland_2020_chip_01117_lc1_G32_09_tp0518
 794. 0.1198  QTP_Wetland_2020_chip_00384_lc2_G17_05_tp0518
 795. 0.1195  QTP_Wetland_2020_chip_01552_lc3_G33_10_tp0518
 796. 0.1195  QTP_Wetland_2020_chip_01418_lc3_G31_09_tp0518
 797. 0.1194  QTP_Wetland_2020_chip_02113_lc0_G30_13_tp0518
 798. 0.1187  QTP_Wetland_2020_chip_01229_lc0_G31_09_tp0518
 799. 0.1184  QTP_Wetland_2020_chip_01345_lc0_G26_09_tp0518
 800. 0.1182  QTP_Wetland_2020_chip_00621_lc0_G21_07_tp0518
 801. 0.1179  QTP_Wetland_2020_chip_02020_lc0_G29_12_tp0518
 802. 0.1178  QTP_Wetland_2020_chip_01979_lc2_G31_11_tp0518
 803. 0.1178  QTP_Wetland_2020_chip_01759_lc0_G20_10_tp0518
 804. 0.1177  QTP_Wetland_2020_chip_02144_lc3_G21_13_tp0518
 805. 0.1170  QTP_Wetland_2020_chip_02005_lc1_G32_12_tp0518
 806. 0.1169  QTP_Wetland_2020_chip_01476_lc1_G10_09_tp0518
 807. 0.1168  QTP_Wetland_2020_chip_01173_lc1_G18_09_tp0518
 808. 0.1166  QTP_Wetland_2020_chip_01596_lc0_G30_10_tp0518
 809. 0.1165  QTP_Wetland_2020_chip_01885_lc0_G11_11_tp0518
 810. 0.1161  QTP_Wetland_2020_chip_01611_lc2_G16_10_tp0518
 811. 0.1158  QTP_Wetland_2020_chip_01625_lc1_G04_10_tp0518
 812. 0.1149  QTP_Wetland_2020_chip_01668_lc1_G08_10_tp0518
 813. 0.1147  QTP_Wetland_2020_chip_01268_lc3_G33_09_tp0518
 814. 0.1143  QTP_Wetland_2020_chip_00895_lc2_G14_08_tp0518
 815. 0.1141  QTP_Wetland_2020_chip_01447_lc1_G09_09_tp0518
 816. 0.1141  QTP_Wetland_2020_chip_00686_lc2_G22_07_tp0518
 817. 0.1138  QTP_Wetland_2020_chip_01206_lc3_G30_09_tp0518
 818. 0.1137  QTP_Wetland_2020_chip_02068_lc1_G22_12_tp0518
 819. 0.1135  QTP_Wetland_2020_chip_01860_lc3_G33_11_tp0518
 820. 0.1133  QTP_Wetland_2020_chip_00930_lc3_G35_08_tp0518
 821. 0.1122  QTP_Wetland_2020_chip_01009_lc2_G18_08_tp0518
 822. 0.1120  QTP_Wetland_2020_chip_00413_lc0_G19_05_tp0518
 823. 0.1115  QTP_Wetland_2020_chip_01378_lc2_G20_09_tp0518
 824. 0.1111  QTP_Wetland_2020_chip_01719_lc1_G08_10_tp0518
 825. 0.1108  QTP_Wetland_2020_chip_01778_lc1_G07_10_tp0518
 826. 0.1104  QTP_Wetland_2020_chip_00569_lc0_G24_06_tp0518
 827. 0.1102  QTP_Wetland_2020_chip_01657_lc1_G08_10_tp0518
 828. 0.1102  QTP_Wetland_2020_chip_01379_lc2_G29_09_tp0518
 829. 0.1096  QTP_Wetland_2020_chip_02077_lc0_G08_12_tp0518
 830. 0.1091  QTP_Wetland_2020_chip_01483_lc2_G30_09_tp0518
 831. 0.1091  QTP_Wetland_2020_chip_01446_lc2_G13_09_tp0518
 832. 0.1089  QTP_Wetland_2020_chip_00745_lc3_G28_07_tp0518
 833. 0.1088  QTP_Wetland_2020_chip_02063_lc0_G23_12_tp0518
 834. 0.1086  QTP_Wetland_2020_chip_01635_lc3_G30_10_tp0518
 835. 0.1085  QTP_Wetland_2020_chip_01614_lc2_G23_10_tp0518
 836. 0.1085  QTP_Wetland_2020_chip_00691_lc0_G15_07_tp0518
 837. 0.1081  QTP_Wetland_2020_chip_00796_lc2_G14_07_tp0518
 838. 0.1079  QTP_Wetland_2020_chip_00527_lc0_G20_06_tp0518
 839. 0.1072  QTP_Wetland_2020_chip_01897_lc3_G27_11_tp0518
 840. 0.1071  QTP_Wetland_2020_chip_00867_lc3_G35_08_tp0518
 841. 0.1071  QTP_Wetland_2020_chip_00935_lc3_G17_08_tp0518
 842. 0.1068  QTP_Wetland_2020_chip_01214_lc0_G31_09_tp0518
 843. 0.1067  QTP_Wetland_2020_chip_01374_lc3_G11_09_tp0518
 844. 0.1067  QTP_Wetland_2020_chip_01413_lc2_G13_09_tp0518
 845. 0.1066  QTP_Wetland_2020_chip_01011_lc1_G22_08_tp0518
 846. 0.1065  QTP_Wetland_2020_chip_01152_lc3_G32_09_tp0518
 847. 0.1063  QTP_Wetland_2020_chip_01385_lc3_G13_09_tp0518
 848. 0.1063  QTP_Wetland_2020_chip_01608_lc1_G09_10_tp0518
 849. 0.1058  QTP_Wetland_2020_chip_01128_lc3_G30_09_tp0518
 850. 0.1057  QTP_Wetland_2020_chip_02111_lc3_G05_13_tp0518
 851. 0.1055  QTP_Wetland_2020_chip_01660_lc0_G33_10_tp0518
 852. 0.1054  QTP_Wetland_2020_chip_02078_lc2_G05_12_tp0518
 853. 0.1050  QTP_Wetland_2020_chip_01427_lc3_G32_09_tp0518
 854. 0.1049  QTP_Wetland_2020_chip_01983_lc1_G05_11_tp0518
 855. 0.1048  QTP_Wetland_2020_chip_02094_lc1_G30_13_tp0518
 856. 0.1043  QTP_Wetland_2020_chip_01192_lc2_G18_09_tp0518
 857. 0.1042  QTP_Wetland_2020_chip_01208_lc1_G10_09_tp0518
 858. 0.1042  QTP_Wetland_2020_chip_01707_lc1_G07_10_tp0518
 859. 0.1042  QTP_Wetland_2020_chip_01120_lc3_G30_09_tp0518
 860. 0.1037  QTP_Wetland_2020_chip_02066_lc2_G26_12_tp0518
 861. 0.1037  QTP_Wetland_2020_chip_01230_lc0_G30_09_tp0518
 862. 0.1035  QTP_Wetland_2020_chip_01992_lc1_G05_11_tp0518
 863. 0.1034  QTP_Wetland_2020_chip_00603_lc0_G24_06_tp0518
 864. 0.1031  QTP_Wetland_2020_chip_01735_lc2_G23_10_tp0518
 865. 0.1031  QTP_Wetland_2020_chip_01031_lc1_G22_08_tp0518
 866. 0.1031  QTP_Wetland_2020_chip_01384_lc1_G28_09_tp0518
 867. 0.1030  QTP_Wetland_2020_chip_01624_lc3_G02_10_tp0518
 868. 0.1028  QTP_Wetland_2020_chip_01323_lc2_G20_09_tp0518
 869. 0.1026  QTP_Wetland_2020_chip_02056_lc3_G05_12_tp0518
 870. 0.1026  QTP_Wetland_2020_chip_01780_lc1_G07_10_tp0518
 871. 0.1025  QTP_Wetland_2020_chip_00506_lc0_G23_06_tp0518
 872. 0.1024  QTP_Wetland_2020_chip_01103_lc0_G35_08_tp0518
 873. 0.1023  QTP_Wetland_2020_chip_01566_lc0_G29_10_tp0518
 874. 0.1016  QTP_Wetland_2020_chip_01253_lc2_G24_09_tp0518
 875. 0.1015  QTP_Wetland_2020_chip_01560_lc0_G29_10_tp0518
 876. 0.1014  QTP_Wetland_2020_chip_02091_lc3_G09_13_tp0518
 877. 0.1014  QTP_Wetland_2020_chip_01106_lc2_G19_08_tp0518
 878. 0.1013  QTP_Wetland_2020_chip_01217_lc0_G31_09_tp0518
 879. 0.1012  QTP_Wetland_2020_chip_01795_lc2_G33_10_tp0518
 880. 0.1011  QTP_Wetland_2020_chip_01225_lc0_G31_09_tp0518
 881. 0.1009  QTP_Wetland_2020_chip_00760_lc1_G23_07_tp0518
 882. 0.1007  QTP_Wetland_2020_chip_01296_lc2_G30_09_tp0518
 883. 0.1006  QTP_Wetland_2020_chip_01634_lc1_G07_10_tp0518
 884. 0.1003  QTP_Wetland_2020_chip_02064_lc1_G31_12_tp0518
 885. 0.1002  QTP_Wetland_2020_chip_02096_lc0_G07_13_tp0518
 886. 0.0997  QTP_Wetland_2020_chip_01840_lc2_G21_11_tp0518
 887. 0.0994  QTP_Wetland_2020_chip_01631_lc2_G20_10_tp0518
 888. 0.0992  QTP_Wetland_2020_chip_01073_lc0_G28_08_tp0518
 889. 0.0992  QTP_Wetland_2020_chip_00888_lc2_G22_08_tp0518
 890. 0.0990  QTP_Wetland_2020_chip_00852_lc2_G29_08_tp0518
 891. 0.0980  QTP_Wetland_2020_chip_01709_lc1_G07_10_tp0518
 892. 0.0975  QTP_Wetland_2020_chip_02080_lc0_G22_12_tp0518
 893. 0.0974  QTP_Wetland_2020_chip_01724_lc2_G30_10_tp0518
 894. 0.0972  QTP_Wetland_2020_chip_02045_lc2_G22_12_tp0518
 895. 0.0962  QTP_Wetland_2020_chip_00873_lc2_G21_08_tp0518
 896. 0.0962  QTP_Wetland_2020_chip_01545_lc1_G28_10_tp0518
 897. 0.0957  QTP_Wetland_2020_chip_01346_lc2_G13_09_tp0518
 898. 0.0953  QTP_Wetland_2020_chip_02155_lc1_G30_13_tp0518
 899. 0.0952  QTP_Wetland_2020_chip_01573_lc0_G29_10_tp0518
 900. 0.0952  QTP_Wetland_2020_chip_01016_lc2_G23_08_tp0518
 901. 0.0949  QTP_Wetland_2020_chip_01408_lc2_G30_09_tp0518
 902. 0.0947  QTP_Wetland_2020_chip_01969_lc3_G25_11_tp0518
 903. 0.0946  QTP_Wetland_2020_chip_02084_lc1_G22_13_tp0518
 904. 0.0944  QTP_Wetland_2020_chip_01836_lc1_G27_11_tp0518
 905. 0.0943  QTP_Wetland_2020_chip_01864_lc3_G33_11_tp0518
 906. 0.0937  QTP_Wetland_2020_chip_01233_lc1_G19_09_tp0518
 907. 0.0937  QTP_Wetland_2020_chip_01355_lc2_G20_09_tp0518
 908. 0.0933  QTP_Wetland_2020_chip_01191_lc1_G11_09_tp0518
 909. 0.0933  QTP_Wetland_2020_chip_00619_lc0_G15_07_tp0518
 910. 0.0930  QTP_Wetland_2020_chip_00578_lc0_G23_06_tp0518
 911. 0.0924  QTP_Wetland_2020_chip_01303_lc2_G19_09_tp0518
 912. 0.0922  QTP_Wetland_2020_chip_01741_lc0_G19_10_tp0518
 913. 0.0920  QTP_Wetland_2020_chip_02079_lc1_G31_12_tp0518
 914. 0.0918  QTP_Wetland_2020_chip_01338_lc1_G10_09_tp0518
 915. 0.0917  QTP_Wetland_2020_chip_01312_lc1_G10_09_tp0518
 916. 0.0915  QTP_Wetland_2020_chip_00573_lc0_G23_06_tp0518
 917. 0.0914  QTP_Wetland_2020_chip_01672_lc2_G21_10_tp0518
 918. 0.0910  QTP_Wetland_2020_chip_01142_lc2_G18_09_tp0518
 919. 0.0906  QTP_Wetland_2020_chip_01729_lc1_G07_10_tp0518
 920. 0.0905  QTP_Wetland_2020_chip_02104_lc3_G08_13_tp0518
 921. 0.0905  QTP_Wetland_2020_chip_02119_lc0_G06_13_tp0518
 922. 0.0904  QTP_Wetland_2020_chip_01575_lc1_G08_10_tp0518
 923. 0.0901  QTP_Wetland_2020_chip_00565_lc2_G18_06_tp0518
 924. 0.0899  QTP_Wetland_2020_chip_02151_lc1_G30_13_tp0518
 925. 0.0898  QTP_Wetland_2020_chip_01595_lc1_G09_10_tp0518
 926. 0.0897  QTP_Wetland_2020_chip_01920_lc0_G27_11_tp0518
 927. 0.0897  QTP_Wetland_2020_chip_01342_lc3_G31_09_tp0518
 928. 0.0897  QTP_Wetland_2020_chip_00849_lc0_G26_08_tp0518
 929. 0.0894  QTP_Wetland_2020_chip_01167_lc2_G17_09_tp0518
 930. 0.0891  QTP_Wetland_2020_chip_02159_lc3_G06_13_tp0518
 931. 0.0887  QTP_Wetland_2020_chip_00590_lc0_G20_06_tp0518
 932. 0.0886  QTP_Wetland_2020_chip_01873_lc1_G20_11_tp0518
 933. 0.0884  QTP_Wetland_2020_chip_01272_lc0_G30_09_tp0518
 934. 0.0882  QTP_Wetland_2020_chip_01285_lc0_G26_09_tp0518
 935. 0.0882  QTP_Wetland_2020_chip_01112_lc0_G26_08_tp0518
 936. 0.0882  QTP_Wetland_2020_chip_01825_lc0_G25_11_tp0518
 937. 0.0880  QTP_Wetland_2020_chip_01343_lc3_G31_09_tp0518
 938. 0.0879  QTP_Wetland_2020_chip_02122_lc3_G06_13_tp0518
 939. 0.0879  QTP_Wetland_2020_chip_02041_lc1_G22_12_tp0518
 940. 0.0877  QTP_Wetland_2020_chip_01520_lc3_G01_10_tp0518
 941. 0.0872  QTP_Wetland_2020_chip_01090_lc3_G35_08_tp0518
 942. 0.0871  QTP_Wetland_2020_chip_01526_lc0_G14_10_tp0518
 943. 0.0870  QTP_Wetland_2020_chip_01354_lc0_G31_09_tp0518
 944. 0.0868  QTP_Wetland_2020_chip_01365_lc2_G19_09_tp0518
 945. 0.0864  QTP_Wetland_2020_chip_01263_lc1_G29_09_tp0518
 946. 0.0861  QTP_Wetland_2020_chip_01134_lc0_G30_09_tp0518
 947. 0.0860  QTP_Wetland_2020_chip_00821_lc2_G21_07_tp0518
 948. 0.0860  QTP_Wetland_2020_chip_01787_lc1_G07_10_tp0518
 949. 0.0860  QTP_Wetland_2020_chip_00884_lc2_G19_08_tp0518
 950. 0.0858  QTP_Wetland_2020_chip_01816_lc2_G33_11_tp0518
 951. 0.0855  QTP_Wetland_2020_chip_01847_lc2_G22_11_tp0518
 952. 0.0854  QTP_Wetland_2020_chip_01640_lc2_G20_10_tp0518
 953. 0.0853  QTP_Wetland_2020_chip_01409_lc0_G30_09_tp0518
 954. 0.0851  QTP_Wetland_2020_chip_01771_lc2_G18_10_tp0518
 955. 0.0851  QTP_Wetland_2020_chip_01094_lc0_G35_08_tp0518
 956. 0.0848  QTP_Wetland_2020_chip_01371_lc3_G20_09_tp0518
 957. 0.0848  QTP_Wetland_2020_chip_01675_lc1_G08_10_tp0518
 958. 0.0848  QTP_Wetland_2020_chip_01453_lc0_G12_09_tp0518
 959. 0.0847  QTP_Wetland_2020_chip_02054_lc2_G26_12_tp0518
 960. 0.0847  QTP_Wetland_2020_chip_00623_lc0_G15_07_tp0518
 961. 0.0842  QTP_Wetland_2020_chip_01441_lc1_G28_09_tp0518
 962. 0.0841  QTP_Wetland_2020_chip_00931_lc1_G35_08_tp0518
 963. 0.0838  QTP_Wetland_2020_chip_01856_lc3_G11_11_tp0518
 964. 0.0835  QTP_Wetland_2020_chip_01607_lc3_G33_10_tp0518
 965. 0.0834  QTP_Wetland_2020_chip_01850_lc3_G11_11_tp0518
 966. 0.0830  QTP_Wetland_2020_chip_02181_lc1_G07_14_tp0518
 967. 0.0830  QTP_Wetland_2020_chip_00671_lc2_G22_07_tp0518
 968. 0.0829  QTP_Wetland_2020_chip_01644_lc2_G16_10_tp0518
 969. 0.0827  QTP_Wetland_2020_chip_01339_lc1_G10_09_tp0518
 970. 0.0824  QTP_Wetland_2020_chip_01522_lc3_G01_10_tp0518
 971. 0.0823  QTP_Wetland_2020_chip_02136_lc0_G07_13_tp0518
 972. 0.0823  QTP_Wetland_2020_chip_01178_lc2_G16_09_tp0518
 973. 0.0822  QTP_Wetland_2020_chip_02107_lc1_G30_13_tp0518
 974. 0.0821  QTP_Wetland_2020_chip_01362_lc2_G20_09_tp0518
 975. 0.0821  QTP_Wetland_2020_chip_01405_lc3_G32_09_tp0518
 976. 0.0818  QTP_Wetland_2020_chip_00802_lc1_G35_07_tp0518
 977. 0.0818  QTP_Wetland_2020_chip_01485_lc0_G12_09_tp0518
 978. 0.0816  QTP_Wetland_2020_chip_01226_lc2_G18_09_tp0518
 979. 0.0812  QTP_Wetland_2020_chip_01209_lc0_G30_09_tp0518
 980. 0.0812  QTP_Wetland_2020_chip_00811_lc2_G20_07_tp0518
 981. 0.0811  QTP_Wetland_2020_chip_02161_lc0_G06_13_tp0518
 982. 0.0805  QTP_Wetland_2020_chip_01267_lc2_G18_09_tp0518
 983. 0.0802  QTP_Wetland_2020_chip_01917_lc0_G10_11_tp0518
 984. 0.0801  QTP_Wetland_2020_chip_01366_lc1_G29_09_tp0518
 985. 0.0801  QTP_Wetland_2020_chip_00594_lc2_G19_06_tp0518
 986. 0.0799  QTP_Wetland_2020_chip_02123_lc1_G30_13_tp0518
 987. 0.0798  QTP_Wetland_2020_chip_01448_lc2_G30_09_tp0518
